% 25176
% tac	manuf	model	aka
1202800	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1202900	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1203000	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1203100	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1203200	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1203600	Apple	iPhone 5s	A1325,A1453
1203700	Apple	iPhone 5s	A1325,A1453
1203800	Apple	iPhone 5s	A1325,A1453
1203900	Apple	iPhone 5s	A1325,A1453
1204000	Apple	iPhone 5s	A1325,A1453
1205600	Barnes & Noble	BNRZ100	
1207800	Barnes & Noble	BNRZ125	
1215300	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1215400	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1215500	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1215600	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1215700	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1215800	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1215900	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1216000	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1216100	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1216200	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1216300	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1216400	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1222300	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1222400	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1223400	Cinterion Wireless	AC65	
1224300	Cinterion Wireless	MC55i	
1226100	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1226200	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1226300	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1226400	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1226500	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1226600	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1226700	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1226800	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1226900	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1227000	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1229100	Sony Ericsson	U10i	R7AA077
1232600	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1232700	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1232800	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1232900	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1233000	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1233600	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1233700	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1233800	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1233900	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1236800	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1241600	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1241700	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1241800	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1241900	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1242000	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1242100	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1242200	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1242300	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1242400	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1242500	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1242600	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1242700	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1242800	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1242900	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1243000	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1243100	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1243500	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1243600	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1243700	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1243800	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1243900	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1244000	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1244100	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1244200	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1244300	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1244400	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1246800	Sony Ericsson	U20i	
1253300	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1253400	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1253500	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1253600	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1253700	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1253800	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1253900	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1254000	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
1254100	Apple	iPhone 4	iPad 3G (A1337), iPad 3G Model A1337, iPhone 3G (A1241), iPhone 3G (A1324), iPhone 3G A1241, iPhone 3GS (A1303), iPhone 3GS - A1303 (AI0808), iPhone 3GS Model A1303, iPhone 4 (A1332), iPhone 4S (A1387), iPhone 4S (A1431), iPhone A1203,iPhone 4 16GB,iPhone 4 32GB
